0,11
27,87
14,87
12,26
7,2
4,97
-4,68
-10,8
-10,39
-12,36
-15,71
-21,08
-20,09
-14,49
-14,23
-15,25
-14,76
-8,9
-7,43
-8,66
-2,69
-4,25
-0,76
-1,34
-1,7
4,51
5,36
3,3
2,99
6,53
12,02
5,46
5,42
5,31
3,19
4,89
1,51
1,57
2,24
0,77
0,46
-3,4
-0,04
-1,99
-2,46
-2,53
-2,19
-0,71
-3,29
-5,59
-2,85
-3,25
-1,29
-3,86
-0,78
-0,47
-1,02
5,83
1,24
-13,31
-26,78
-3,08
43,83
21,5
-67,63
-89,06
33,86
152,76
31,69
-196,11
-165,33
178,85
339,6
-19,56
-412,42
-157,51
459,15
478,26
-282,85
-678,87
10,47
831,09
435,42
-720,8
-834,5
390,27
1151,47
153,66
-1165,21
-720,15
923,18
1259,83
-332,95
-1484,51
-349,49
1411,07
1062,92
-929,2
-1541,51
210,71
1724,29
584,48
-1461,45
-1288,09
903,15
1755,11
-106,67
-1818,62
-715,2
1532,61
1394,57
-902,01
-1772,96
99,08
1833,56
648,18
-1502
-1268,27
910,88
1607,11
-232,41
-1619,71
-383,89
1337,26
951,12
-849,69
-1217,42
259,9
1214,73
255,37
-968,94
-631,52
574,4
800,73
-91,95
-744,94
-247,25
521,66
493,72
-174,83
-550,99
-151,5
443,56
423,5
-198,82
-562,15
-92,1
545,69
371,12
-408,06
-590,03
98,43
675,16
83,61
-659,83
-366,43
509,83
544,11
-320,63
-653,6
68,59
636,29
188,49
-571,71
-314,47
401,81
392,91
-269,26
-447
86,92
393,33
24,37
-347,73
-117,48
276,17
85,68
-169,11
-151,83
72,17
78,34
-71,7
-81,41
13,8
-1,32
-63,78
9,02
86,85
-22,85
-121,3
16,3
181,31
47,41
-181,05
-74,07
209,69
193,28
-155,28
-203,38
136,67
298,67
